-0.5379, -0.0580, 1.1544, -0.2335, -0.8198, 0.5228, 0.0583, 0.5699
-1.0521, -0.0646, 0.9545, -0.3418, -0.6257, 0.7012, 0.0826, 0.5067
-1.1557, -0.2178, 0.4595, -0.2767, -0.9377, 0.2098, 0.1529, 0.4987
-1.1764, 1.2812, 0.6464, -0.4240, 0.8907, 0.1639, 0.2063, 0.3782
-1.0198, 1.1749, 1.1060, -0.3392, 0.8184, 0.4639, 0.1556, 0.4023
-0.6103, 1.1479, 1.3279, -0.4606, 0.7729, 0.4365, 0.0998, 0.3877
0.8085, 1.3464, 0.9021, 0.3785, 0.8849, 0.2715, 0.8545, 0.3493
0.4440, 1.0327, 1.5138, 0.4712, 0.5796, 0.6648, 0.7950, 0.2490
0.9363, 0.6775, 1.4265, 0.3206, 0.1589, 0.9338, 0.8707, 0.1749
-0.6103, 1.1479, 1.3279, -0.4606, 0.7729, 0.4365, 0.9441, 0.6946
-1.0198, 1.1749, 1.1060, -0.3392, 0.8184, 0.4639, 0.9057, 0.6826
-1.2816, 0.8840, 1.2181, -0.6468, 0.2888, 0.7058, 0.9167, 0.6045
-1.7194, 0.9165, -0.6998, -0.9007, 0.3719, -0.2243, 0.3368, 0.0820
-1.3560, 1.2450, -0.7168, -0.4584, 0.8627, -0.2136, 0.3692, 0.0008
-0.6819, 1.1805, -1.4816, -0.3010, 0.8199, -0.4868, 0.4892, 0.0000
-0.3215, -0.0603, -0.7020, 0.0107, -0.8069, -0.5905, 0.5127, 0.3106
-0.6924, -0.1143, -0.8358, 0.2300, -0.6944, -0.6818, 0.4816, 0.3231
-1.0633, 0.0745, -1.0156, -0.2312, -0.5950, -0.7697, 0.4473, 0.2762
-0.3597, -0.2197, -0.5967, 0.0168, -0.8465, -0.5321, 0.2768, 0.5835
-0.4762, -0.2740, -0.0374, -0.0403, -0.9986, -0.0329, 0.2154, 0.5785
-1.0946, -0.2540, -0.1185, -0.1221, -0.9916, -0.0412, 0.2237, 0.5024
0.5481, -0.2841, -0.6576, -0.0122, -0.9719, -0.2350, 0.2885, 0.6956
0.4804, -0.3121, -0.1111, 0.1223, -0.9924, 0.0150, 0.2265, 0.6947
-0.0158, -0.3127, -0.0602, -0.0710, -0.9930, -0.0940, 0.2208, 0.6358
0.3835, -0.2981, 0.5332, 0.1222, -0.9814, 0.1481, 0.1496, 0.6887
0.2436, -0.1415, 1.1911, 0.0805, -0.8493, 0.5216, 0.0600, 0.6690
-0.1546, -0.1145, 1.2290, -0.0862, -0.8494, 0.5206, 0.0537, 0.6200
-0.1980, 1.3604, 0.6308, -0.0467, 0.9964, 0.0705, 0.1155, 0.2999
-0.3448, 1.1524, 1.7300, -0.2177, 0.4944, 0.8415, 0.0420, 0.4025
-0.0653, 1.1029, 1.7960, -0.0864, 0.1465, 0.9854, 0.0114, 0.3834
0.8016, 1.3333, -0.7167, 0.1783, 0.9707, -0.1613, 0.1339, 0.0947
0.0630, 1.2763, -0.9943, 0.0073, 0.9872, -0.1591, 0.2261, 0.1276
0.0461, 1.3516, -0.2537, -0.0273, 0.9981, -0.0548, 0.1657, 0.1994
-0.5442, 1.2900, -0.8894, -0.0443, 0.9915, -0.1219, 0.2737, 0.1876
-1.3560, 1.2450, -0.7168, -0.4584, 0.8627, -0.2136, 0.3356, 0.2678
-1.1771, 1.3032, 0.0098, -0.3447, 0.9384, 0.0225, 0.2584, 0.3215
1.3477, 0.1898, 0.7468, 0.9216, -0.3604, 0.1438, 0.4229, 0.6541
1.2675, 0.6307, 1.0084, 0.9593, 0.2226, 0.1738, 0.5205, 0.6847
1.1553, 0.4780, 1.3816, 0.6485, -0.0321, 0.7605, 0.4775, 0.7263
1.3238, 0.1274, -0.8561, 0.9199, -0.2912, -0.2625, 0.4227, 0.4592
1.2671, 0.6002, -0.6897, 0.9854, -0.1624, 0.0501, 0.5294, 0.4791
1.1752, 0.6925, 0.1690, 0.9634, 0.2672, -0.0184, 0.5396, 0.5807
1.4235, 0.8972, -0.7070, 0.9933, 0.0353, 0.1095, 0.7441, 0.8145
1.2320, 1.2169, -0.5945, 0.6381, 0.7690, 0.0386, 0.6723, 0.7875
0.9754, 1.2466, 0.0479, 0.5967, 0.7991, 0.0731, 0.6838, 0.7120
-0.7067, 0.1906, 1.3469, -0.3263, -0.4738, 0.8180, 0.0163, 0.5363
-1.0436, 0.4029, 1.2896, -0.4341, -0.3292, 0.8386, 0.0066, 0.4823
-1.6481, 0.4520, 0.8536, -0.9136, 0.0898, 0.3966, 0.0544, 0.4025
0.6670, 0.4399, 1.4487, 0.1267, -0.0326, 0.9914, 0.8552, 0.1259
0.2601, 0.4526, 1.3655, -0.1891, -0.1869, 0.9640, 0.8187, 0.1375
-0.1351, 0.1567, 1.5050, -0.0736, -0.1842, 0.9801, 0.7861, 0.0702
0.5242, 0.6914, 1.4105, 0.1147, -0.2422, 0.9634, 0.8291, 0.1826
-0.0653, 1.1029, 1.7960, -0.0864, 0.1465, 0.9854, 0.7208, 0.2512
-0.3448, 1.1524, 1.7300, -0.2177, 0.4944, 0.8415, 0.6940, 0.2682
-1.7599, 0.3196, -0.7246, -0.8990, -0.3404, -0.2756, 0.3485, 0.2255
